profile,seed,arm,exact_oriented_effect,P1W_phase0,P1W_phase_pi2,oriented_effect
heavy,20260747,quantum_field_only,-0.0,0.51220703125,0.496337890625,0.015869140625
heavy,20260747,quantum_no_entangle,-0.0,0.49462890625,0.5048828125,-0.01025390625
heavy,20260747,quantum_direct_coupled,0.012788910146,0.421142578125,0.4296875,-0.008544921875
heavy,20260747,quantum_dephased_control,3.3313605e-05,0.511474609375,0.498779296875,0.0126953125
heavy,20260748,quantum_field_only,-0.0,0.50830078125,0.510986328125,-0.002685546875
heavy,20260748,quantum_no_entangle,-0.0,0.505859375,0.493408203125,0.012451171875
heavy,20260748,quantum_direct_coupled,0.012788910146,0.439208984375,0.41552734375,0.023681640625
heavy,20260748,quantum_dephased_control,3.3313605e-05,0.505615234375,0.51171875,-0.006103515625
heavy,20260749,quantum_field_only,-0.0,0.5078125,0.5234375,-0.015625
heavy,20260749,quantum_no_entangle,-0.0,0.50537109375,0.49609375,0.00927734375
heavy,20260749,quantum_direct_coupled,0.012788910146,0.4326171875,0.42724609375,0.00537109375
heavy,20260749,quantum_dephased_control,3.3313605e-05,0.503662109375,0.493408203125,0.01025390625
heavy,20260750,quantum_field_only,-0.0,0.505859375,0.51025390625,-0.00439453125
heavy,20260750,quantum_no_entangle,-0.0,0.495849609375,0.49169921875,0.004150390625
heavy,20260750,quantum_direct_coupled,0.012788910146,0.433837890625,0.422119140625,0.01171875
heavy,20260750,quantum_dephased_control,3.3313605e-05,0.49462890625,0.505126953125,-0.010498046875
heavy,20260751,quantum_field_only,-0.0,0.51513671875,0.5068359375,0.00830078125
heavy,20260751,quantum_no_entangle,-0.0,0.4990234375,0.491455078125,0.007568359375
heavy,20260751,quantum_direct_coupled,0.012788910146,0.428955078125,0.421875,0.007080078125
heavy,20260751,quantum_dephased_control,3.3313605e-05,0.49609375,0.497802734375,-0.001708984375
heavy,20260752,quantum_field_only,-0.0,0.503662109375,0.5,0.003662109375
heavy,20260752,quantum_no_entangle,-0.0,0.4970703125,0.487548828125,0.009521484375
heavy,20260752,quantum_direct_coupled,0.012788910146,0.43603515625,0.412841796875,0.023193359375
heavy,20260752,quantum_dephased_control,3.3313605e-05,0.507568359375,0.509521484375,-0.001953125
heavy,20260753,quantum_field_only,-0.0,0.507080078125,0.511962890625,-0.0048828125
heavy,20260753,quantum_no_entangle,-0.0,0.51513671875,0.4951171875,0.02001953125
heavy,20260753,quantum_direct_coupled,0.012788910146,0.430908203125,0.42138671875,0.009521484375
heavy,20260753,quantum_dephased_control,3.3313605e-05,0.491455078125,0.50390625,-0.012451171875
heavy,20260754,quantum_field_only,-0.0,0.505126953125,0.49560546875,0.009521484375
heavy,20260754,quantum_no_entangle,-0.0,0.489501953125,0.504638671875,-0.01513671875
heavy,20260754,quantum_direct_coupled,0.012788910146,0.439697265625,0.422607421875,0.01708984375
heavy,20260754,quantum_dephased_control,3.3313605e-05,0.501220703125,0.50048828125,0.000732421875
heavy,20260755,quantum_field_only,-0.0,0.506103515625,0.50146484375,0.004638671875
heavy,20260755,quantum_no_entangle,-0.0,0.4990234375,0.492431640625,0.006591796875
heavy,20260755,quantum_direct_coupled,0.012788910146,0.42529296875,0.421875,0.00341796875
heavy,20260755,quantum_dephased_control,3.3313605e-05,0.509033203125,0.505615234375,0.00341796875
heavy,20260756,quantum_field_only,-0.0,0.51171875,0.510986328125,0.000732421875
heavy,20260756,quantum_no_entangle,-0.0,0.494873046875,0.486328125,0.008544921875
heavy,20260756,quantum_direct_coupled,0.012788910146,0.4228515625,0.423583984375,-0.000732421875
heavy,20260756,quantum_dephased_control,3.3313605e-05,0.499755859375,0.50048828125,-0.000732421875
